id,source_folder,source_relative_path,remote_path,web_path,file_name,display_name,extension,size_bytes,mtime
338,国外,国外/20161020-Credit_Suisse-China_Mobile_Limited（0941.HK）9M16：_a_solid’beat’on_EBITDA_and_net_profit_versus_consensus_expectations.pdf,/mnt/research/研报/国外/20161020-Credit_Suisse-China_Mobile_Limited（0941.HK）9M16：_a_solid’beat’on_EBITDA_and_net_profit_versus_consensus_expectations.pdf,reports/国外/20161020-Credit_Suisse-China_Mobile_Limited（0941.HK）9M16：_a_solid’beat’on_EBITDA_and_net_profit_versus_consensus_expectations.pdf,20161020-Credit_Suisse-China_Mobile_Limited（0941.HK）9M16：_a_solid’beat’on_EBITDA_and_net_profit_versus_consensus_expectations.pdf,20161020-Credit_Suisse-China_Mobile_Limited（0941.HK）9M16：_a_solid’beat’on_EBITDA_and_net_profit_versus_consensus_expectations,pdf,471898,2026-04-11T16:51:18.216883+00:00
339,国外,国外/20170220-UBS-Community_Health_Systems_4Q16_EBITDA_Comes_in_Ahead_of_Expectations；Guidance_Brackets_Consensus.pdf,/mnt/research/研报/国外/20170220-UBS-Community_Health_Systems_4Q16_EBITDA_Comes_in_Ahead_of_Expectations；Guidance_Brackets_Consensus.pdf,reports/国外/20170220-UBS-Community_Health_Systems_4Q16_EBITDA_Comes_in_Ahead_of_Expectations；Guidance_Brackets_Consensus.pdf,20170220-UBS-Community_Health_Systems_4Q16_EBITDA_Comes_in_Ahead_of_Expectations；Guidance_Brackets_Consensus.pdf,20170220-UBS-Community_Health_Systems_4Q16_EBITDA_Comes_in_Ahead_of_Expectations；Guidance_Brackets_Consensus,pdf,157637,2026-04-11T16:51:16.857883+00:00
340,国外,"国外/20170421-HSBC-Bank_of_the_Phil_Islands(BPI_PM)Hold,Muted_outlook_despite_earnings_beat_consensus.pdf","/mnt/research/研报/国外/20170421-HSBC-Bank_of_the_Phil_Islands(BPI_PM)Hold,Muted_outlook_despite_earnings_beat_consensus.pdf","reports/国外/20170421-HSBC-Bank_of_the_Phil_Islands(BPI_PM)Hold,Muted_outlook_despite_earnings_beat_consensus.pdf","20170421-HSBC-Bank_of_the_Phil_Islands(BPI_PM)Hold,Muted_outlook_despite_earnings_beat_consensus.pdf","20170421-HSBC-Bank_of_the_Phil_Islands(BPI_PM)Hold,Muted_outlook_despite_earnings_beat_consensus",pdf,378711,2026-04-11T16:51:16.411883+00:00
341,国泰君安,国泰君安/20110926-国泰君安-多因子选股模型之因子分析与筛选I：估值与财务成长类指标.pdf,/mnt/research/研报/国泰君安/20110926-国泰君安-多因子选股模型之因子分析与筛选I：估值与财务成长类指标.pdf,reports/国泰君安/20110926-国泰君安-多因子选股模型之因子分析与筛选I：估值与财务成长类指标.pdf,20110926-国泰君安-多因子选股模型之因子分析与筛选I：估值与财务成长类指标.pdf,20110926-国泰君安-多因子选股模型之因子分析与筛选I：估值与财务成长类指标,pdf,1753534,2026-04-11T16:51:15.405883+00:00
342,国泰君安,国泰君安/20111014-国泰君安-多因子选股模型之因子分析与筛选II：财务质量、价量和一致预期类指标.docx,/mnt/research/研报/国泰君安/20111014-国泰君安-多因子选股模型之因子分析与筛选II：财务质量、价量和一致预期类指标.docx,reports/国泰君安/20111014-国泰君安-多因子选股模型之因子分析与筛选II：财务质量、价量和一致预期类指标.docx,20111014-国泰君安-多因子选股模型之因子分析与筛选II：财务质量、价量和一致预期类指标.docx,20111014-国泰君安-多因子选股模型之因子分析与筛选II：财务质量、价量和一致预期类指标,docx,3539474,2026-04-11T16:51:11.304883+00:00
343,国泰君安,国泰君安/20111115-国泰君安-数量化研究系列之十九：多因子选股模型之组合构建Ⅲ.pdf,/mnt/research/研报/国泰君安/20111115-国泰君安-数量化研究系列之十九：多因子选股模型之组合构建Ⅲ.pdf,reports/国泰君安/20111115-国泰君安-数量化研究系列之十九：多因子选股模型之组合构建Ⅲ.pdf,20111115-国泰君安-数量化研究系列之十九：多因子选股模型之组合构建Ⅲ.pdf,20111115-国泰君安-数量化研究系列之十九：多因子选股模型之组合构建Ⅲ,pdf,844730,2026-04-11T16:51:03.637884+00:00
344,国泰君安,国泰君安/20120620-国泰君安-多因子选股模型之行业中性策略Ⅳ.pdf,/mnt/research/研报/国泰君安/20120620-国泰君安-多因子选股模型之行业中性策略Ⅳ.pdf,reports/国泰君安/20120620-国泰君安-多因子选股模型之行业中性策略Ⅳ.pdf,20120620-国泰君安-多因子选股模型之行业中性策略Ⅳ.pdf,20120620-国泰君安-多因子选股模型之行业中性策略Ⅳ,pdf,1171002,2026-04-11T16:51:02.110884+00:00
345,国泰君安,国泰君安/20140224-国泰君安-数量化专题之三十七：预期风险下，基于业绩快报的PEAD投资策略.pdf,/mnt/research/研报/国泰君安/20140224-国泰君安-数量化专题之三十七：预期风险下，基于业绩快报的PEAD投资策略.pdf,reports/国泰君安/20140224-国泰君安-数量化专题之三十七：预期风险下，基于业绩快报的PEAD投资策略.pdf,20140224-国泰君安-数量化专题之三十七：预期风险下，基于业绩快报的PEAD投资策略.pdf,20140224-国泰君安-数量化专题之三十七：预期风险下，基于业绩快报的PEAD投资策略,pdf,1117793,2026-04-11T16:50:59.595884+00:00
346,国泰君安,国泰君安/20140507-国泰君安-数量化专题之四十二：寻找牛、熊股基本特征_基于财务、估值角度.pdf,/mnt/research/研报/国泰君安/20140507-国泰君安-数量化专题之四十二：寻找牛、熊股基本特征_基于财务、估值角度.pdf,reports/国泰君安/20140507-国泰君安-数量化专题之四十二：寻找牛、熊股基本特征_基于财务、估值角度.pdf,20140507-国泰君安-数量化专题之四十二：寻找牛、熊股基本特征_基于财务、估值角度.pdf,20140507-国泰君安-数量化专题之四十二：寻找牛、熊股基本特征_基于财务、估值角度,pdf,1301090,2026-04-11T16:50:57.561884+00:00
347,国泰君安,国泰君安/20150426-国泰君安-数量化专题之五十七：基于组合权重优化的风格中性多因子选股策略.pdf,/mnt/research/研报/国泰君安/20150426-国泰君安-数量化专题之五十七：基于组合权重优化的风格中性多因子选股策略.pdf,reports/国泰君安/20150426-国泰君安-数量化专题之五十七：基于组合权重优化的风格中性多因子选股策略.pdf,20150426-国泰君安-数量化专题之五十七：基于组合权重优化的风格中性多因子选股策略.pdf,20150426-国泰君安-数量化专题之五十七：基于组合权重优化的风格中性多因子选股策略,pdf,2086968,2026-04-11T16:50:55.157884+00:00
348,国泰君安,国泰君安/20150731-国泰君安-数量化专题之六十三：分析师对投资者行为的影响.pdf,/mnt/research/研报/国泰君安/20150731-国泰君安-数量化专题之六十三：分析师对投资者行为的影响.pdf,reports/国泰君安/20150731-国泰君安-数量化专题之六十三：分析师对投资者行为的影响.pdf,20150731-国泰君安-数量化专题之六十三：分析师对投资者行为的影响.pdf,20150731-国泰君安-数量化专题之六十三：分析师对投资者行为的影响,pdf,1220610,2026-04-11T16:50:49.229885+00:00
349,国泰君安,国泰君安/20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）.pdf,/mnt/research/研报/国泰君安/20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）.pdf,reports/国泰君安/20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）.pdf,20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）.pdf,20160301-国泰君安-数量化专题之六十八：如何将阿尔法因子转化为超额收益（上）,pdf,2031872,2026-04-11T16:50:46.301885+00:00
350,国泰君安,国泰君安/20160527-国泰君安-数量化专题之七十三：事件驱动策略的因子化特征.pdf,/mnt/research/研报/国泰君安/20160527-国泰君安-数量化专题之七十三：事件驱动策略的因子化特征.pdf,reports/国泰君安/20160527-国泰君安-数量化专题之七十三：事件驱动策略的因子化特征.pdf,20160527-国泰君安-数量化专题之七十三：事件驱动策略的因子化特征.pdf,20160527-国泰君安-数量化专题之七十三：事件驱动策略的因子化特征,pdf,1491714,2026-04-11T16:50:42.505885+00:00
351,国泰君安,国泰君安/20170607-国泰君安-基于短周期价量特征的多因子选股体系.pdf,/mnt/research/研报/国泰君安/20170607-国泰君安-基于短周期价量特征的多因子选股体系.pdf,reports/国泰君安/20170607-国泰君安-基于短周期价量特征的多因子选股体系.pdf,20170607-国泰君安-基于短周期价量特征的多因子选股体系.pdf,20170607-国泰君安-基于短周期价量特征的多因子选股体系,pdf,4751929,2026-04-11T16:50:39.081885+00:00
352,国泰君安,国泰君安/20170615-国泰君安-数量化专题之九十三：基于短周期价量特征的多因子选股体系.pdf,/mnt/research/研报/国泰君安/20170615-国泰君安-数量化专题之九十三：基于短周期价量特征的多因子选股体系.pdf,reports/国泰君安/20170615-国泰君安-数量化专题之九十三：基于短周期价量特征的多因子选股体系.pdf,20170615-国泰君安-数量化专题之九十三：基于短周期价量特征的多因子选股体系.pdf,20170615-国泰君安-数量化专题之九十三：基于短周期价量特征的多因子选股体系,pdf,2024514,2026-04-11T16:50:28.451886+00:00
353,国泰君安,国泰君安/20170711-国泰君安-数量化专题之九十七：基于深度组合的选股策略.pdf,/mnt/research/研报/国泰君安/20170711-国泰君安-数量化专题之九十七：基于深度组合的选股策略.pdf,reports/国泰君安/20170711-国泰君安-数量化专题之九十七：基于深度组合的选股策略.pdf,20170711-国泰君安-数量化专题之九十七：基于深度组合的选股策略.pdf,20170711-国泰君安-数量化专题之九十七：基于深度组合的选股策略,pdf,1713379,2026-04-11T16:50:23.753886+00:00
354,国泰君安,国泰君安/20170718-国泰君安-数量化专题之九十八：基于前景理论的选股策略.pdf,/mnt/research/研报/国泰君安/20170718-国泰君安-数量化专题之九十八：基于前景理论的选股策略.pdf,reports/国泰君安/20170718-国泰君安-数量化专题之九十八：基于前景理论的选股策略.pdf,20170718-国泰君安-数量化专题之九十八：基于前景理论的选股策略.pdf,20170718-国泰君安-数量化专题之九十八：基于前景理论的选股策略,pdf,1189534,2026-04-11T16:50:20.567887+00:00
355,国泰君安,国泰君安/20170830-国泰君安-数量化专题之一百零二：基于弹簧模型的量价分析.pdf,/mnt/research/研报/国泰君安/20170830-国泰君安-数量化专题之一百零二：基于弹簧模型的量价分析.pdf,reports/国泰君安/20170830-国泰君安-数量化专题之一百零二：基于弹簧模型的量价分析.pdf,20170830-国泰君安-数量化专题之一百零二：基于弹簧模型的量价分析.pdf,20170830-国泰君安-数量化专题之一百零二：基于弹簧模型的量价分析,pdf,1167278,2026-04-11T16:50:18.284887+00:00
356,国泰君安,国泰君安/20170831-国泰君安-数量化专题之一百零三：基于二维收益分解的选股策略.pdf,/mnt/research/研报/国泰君安/20170831-国泰君安-数量化专题之一百零三：基于二维收益分解的选股策略.pdf,reports/国泰君安/20170831-国泰君安-数量化专题之一百零三：基于二维收益分解的选股策略.pdf,20170831-国泰君安-数量化专题之一百零三：基于二维收益分解的选股策略.pdf,20170831-国泰君安-数量化专题之一百零三：基于二维收益分解的选股策略,pdf,975891,2026-04-11T16:50:16.119887+00:00
357,国泰君安,国泰君安/20180310-国泰君安-数量化专题之一百零八：基于不同域研究的多因子选股体系.pdf,/mnt/research/研报/国泰君安/20180310-国泰君安-数量化专题之一百零八：基于不同域研究的多因子选股体系.pdf,reports/国泰君安/20180310-国泰君安-数量化专题之一百零八：基于不同域研究的多因子选股体系.pdf,20180310-国泰君安-数量化专题之一百零八：基于不同域研究的多因子选股体系.pdf,20180310-国泰君安-数量化专题之一百零八：基于不同域研究的多因子选股体系,pdf,3740719,2026-04-11T16:50:14.287887+00:00
358,国泰君安,国泰君安/20180726-国泰君安-数量化专题之一百一十七：基于风险模糊度的选股策略.pdf,/mnt/research/研报/国泰君安/20180726-国泰君安-数量化专题之一百一十七：基于风险模糊度的选股策略.pdf,reports/国泰君安/20180726-国泰君安-数量化专题之一百一十七：基于风险模糊度的选股策略.pdf,20180726-国泰君安-数量化专题之一百一十七：基于风险模糊度的选股策略.pdf,20180726-国泰君安-数量化专题之一百一十七：基于风险模糊度的选股策略,pdf,996715,2026-04-11T16:50:06.622888+00:00
359,国泰君安,国泰君安/20180909-国泰君安-量化产品周报：流动性持续走低，价量因子面临考验.pdf,/mnt/research/研报/国泰君安/20180909-国泰君安-量化产品周报：流动性持续走低，价量因子面临考验.pdf,reports/国泰君安/20180909-国泰君安-量化产品周报：流动性持续走低，价量因子面临考验.pdf,20180909-国泰君安-量化产品周报：流动性持续走低，价量因子面临考验.pdf,20180909-国泰君安-量化产品周报：流动性持续走低，价量因子面临考验,pdf,1966775,2026-04-11T16:50:04.893888+00:00
360,国泰君安,国泰君安/20181022-国泰君安-数量化专题之一百二十一：上市公司业绩变脸中的业绩预告之谜.pdf,/mnt/research/研报/国泰君安/20181022-国泰君安-数量化专题之一百二十一：上市公司业绩变脸中的业绩预告之谜.pdf,reports/国泰君安/20181022-国泰君安-数量化专题之一百二十一：上市公司业绩变脸中的业绩预告之谜.pdf,20181022-国泰君安-数量化专题之一百二十一：上市公司业绩变脸中的业绩预告之谜.pdf,20181022-国泰君安-数量化专题之一百二十一：上市公司业绩变脸中的业绩预告之谜,pdf,1079444,2026-04-11T16:50:01.122888+00:00
361,国泰君安,国泰君安/20181110-国泰君安-数量化专题之一百二十一：基于风险供求模糊匹配的择时策略.pdf,/mnt/research/研报/国泰君安/20181110-国泰君安-数量化专题之一百二十一：基于风险供求模糊匹配的择时策略.pdf,reports/国泰君安/20181110-国泰君安-数量化专题之一百二十一：基于风险供求模糊匹配的择时策略.pdf,20181110-国泰君安-数量化专题之一百二十一：基于风险供求模糊匹配的择时策略.pdf,20181110-国泰君安-数量化专题之一百二十一：基于风险供求模糊匹配的择时策略,pdf,634988,2026-04-11T16:49:58.824888+00:00
362,国泰君安,国泰君安/20181114-国泰君安-数量化专题报告：基于PLS方法的潜变量因子研究.pdf,/mnt/research/研报/国泰君安/20181114-国泰君安-数量化专题报告：基于PLS方法的潜变量因子研究.pdf,reports/国泰君安/20181114-国泰君安-数量化专题报告：基于PLS方法的潜变量因子研究.pdf,20181114-国泰君安-数量化专题报告：基于PLS方法的潜变量因子研究.pdf,20181114-国泰君安-数量化专题报告：基于PLS方法的潜变量因子研究,pdf,772742,2026-04-11T16:49:57.567888+00:00
363,国泰君安,国泰君安/20210416-国泰君安-AI投资方法论：从多因子到多信号.pdf,/mnt/research/研报/国泰君安/20210416-国泰君安-AI投资方法论：从多因子到多信号.pdf,reports/国泰君安/20210416-国泰君安-AI投资方法论：从多因子到多信号.pdf,20210416-国泰君安-AI投资方法论：从多因子到多信号.pdf,20210416-国泰君安-AI投资方法论：从多因子到多信号,pdf,1271245,2026-04-11T16:49:56.093888+00:00
364,国泰君安,国泰君安/20210530-国泰君安-AI投资方法论之二：技术因子的非线性预测力.pdf,/mnt/research/研报/国泰君安/20210530-国泰君安-AI投资方法论之二：技术因子的非线性预测力.pdf,reports/国泰君安/20210530-国泰君安-AI投资方法论之二：技术因子的非线性预测力.pdf,20210530-国泰君安-AI投资方法论之二：技术因子的非线性预测力.pdf,20210530-国泰君安-AI投资方法论之二：技术因子的非线性预测力,pdf,1180002,2026-04-11T16:49:53.578888+00:00
365,国泰君安,国泰君安/20210726-国泰君安-AI投资方法论之三：ALPHA再优化，完全市值行业中性法.pdf,/mnt/research/研报/国泰君安/20210726-国泰君安-AI投资方法论之三：ALPHA再优化，完全市值行业中性法.pdf,reports/国泰君安/20210726-国泰君安-AI投资方法论之三：ALPHA再优化，完全市值行业中性法.pdf,20210726-国泰君安-AI投资方法论之三：ALPHA再优化，完全市值行业中性法.pdf,20210726-国泰君安-AI投资方法论之三：ALPHA再优化，完全市值行业中性法,pdf,1014474,2026-04-11T16:49:51.378889+00:00
366,国泰君安,国泰君安/20211115-国泰君安-学界纵横系列之二十三：如何评价量化策略拥挤度.pdf,/mnt/research/研报/国泰君安/20211115-国泰君安-学界纵横系列之二十三：如何评价量化策略拥挤度.pdf,reports/国泰君安/20211115-国泰君安-学界纵横系列之二十三：如何评价量化策略拥挤度.pdf,20211115-国泰君安-学界纵横系列之二十三：如何评价量化策略拥挤度.pdf,20211115-国泰君安-学界纵横系列之二十三：如何评价量化策略拥挤度,pdf,1694999,2026-04-11T16:49:49.572889+00:00
367,国泰君安,国泰君安/20220223-国泰君安-精品文献解读系列（二十六）：如何衡量观测因子拥挤度.pdf,/mnt/research/研报/国泰君安/20220223-国泰君安-精品文献解读系列（二十六）：如何衡量观测因子拥挤度.pdf,reports/国泰君安/20220223-国泰君安-精品文献解读系列（二十六）：如何衡量观测因子拥挤度.pdf,20220223-国泰君安-精品文献解读系列（二十六）：如何衡量观测因子拥挤度.pdf,20220223-国泰君安-精品文献解读系列（二十六）：如何衡量观测因子拥挤度,pdf,2391310,2026-04-11T16:49:46.382889+00:00
368,国泰君安,国泰君安/20220803-国泰君安-多因子全球化系列之二：港股因子有效性和组合设计.pdf,/mnt/research/研报/国泰君安/20220803-国泰君安-多因子全球化系列之二：港股因子有效性和组合设计.pdf,reports/国泰君安/20220803-国泰君安-多因子全球化系列之二：港股因子有效性和组合设计.pdf,20220803-国泰君安-多因子全球化系列之二：港股因子有效性和组合设计.pdf,20220803-国泰君安-多因子全球化系列之二：港股因子有效性和组合设计,pdf,3711823,2026-04-11T16:49:40.799889+00:00
369,国泰君安,国泰君安/20221124-国泰君安-多因子全球化系列之三：港股分析师数据及有效性解析.pdf,/mnt/research/研报/国泰君安/20221124-国泰君安-多因子全球化系列之三：港股分析师数据及有效性解析.pdf,reports/国泰君安/20221124-国泰君安-多因子全球化系列之三：港股分析师数据及有效性解析.pdf,20221124-国泰君安-多因子全球化系列之三：港股分析师数据及有效性解析.pdf,20221124-国泰君安-多因子全球化系列之三：港股分析师数据及有效性解析,pdf,780294,2026-04-11T16:49:31.268890+00:00
370,国泰君安,国泰君安/20230729-国泰君安-学术纵横系列之五十：基于未来现金流构建新价值因子.pdf,/mnt/research/研报/国泰君安/20230729-国泰君安-学术纵横系列之五十：基于未来现金流构建新价值因子.pdf,reports/国泰君安/20230729-国泰君安-学术纵横系列之五十：基于未来现金流构建新价值因子.pdf,20230729-国泰君安-学术纵横系列之五十：基于未来现金流构建新价值因子.pdf,20230729-国泰君安-学术纵横系列之五十：基于未来现金流构建新价值因子,pdf,1609690,2026-04-11T16:49:28.664890+00:00
371,国泰君安,国泰君安/20230821-国泰君安-学术纵横系列之五十一：防御型股票的特征.pdf,/mnt/research/研报/国泰君安/20230821-国泰君安-学术纵横系列之五十一：防御型股票的特征.pdf,reports/国泰君安/20230821-国泰君安-学术纵横系列之五十一：防御型股票的特征.pdf,20230821-国泰君安-学术纵横系列之五十一：防御型股票的特征.pdf,20230821-国泰君安-学术纵横系列之五十一：防御型股票的特征,pdf,1812955,2026-04-11T16:49:24.753890+00:00
372,国泰君安,国泰君安/20230925-国泰君安-学术纵横系列之五十二：日夜收益差的形成机制.pdf,/mnt/research/研报/国泰君安/20230925-国泰君安-学术纵横系列之五十二：日夜收益差的形成机制.pdf,reports/国泰君安/20230925-国泰君安-学术纵横系列之五十二：日夜收益差的形成机制.pdf,20230925-国泰君安-学术纵横系列之五十二：日夜收益差的形成机制.pdf,20230925-国泰君安-学术纵横系列之五十二：日夜收益差的形成机制,pdf,1390119,2026-04-11T16:49:20.451890+00:00
373,国泰君安,国泰君安/20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法.pdf,/mnt/research/研报/国泰君安/20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法.pdf,reports/国泰君安/20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法.pdf,20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法.pdf,20240526-国泰君安-学术纵横系列之五十四：订单流数据特征挖掘的机器学习方法,pdf,1570584,2026-04-11T16:49:17.609891+00:00
374,国泰君安,国泰君安/20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf,/mnt/research/研报/国泰君安/20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf,reports/国泰君安/20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf,20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇.pdf,20240530-国泰君安-权益配置因子研究系列07：基于Barra CNE6的A股风险模型实践，股票协方差矩阵估计篇,pdf,1532191,2026-04-11T16:49:14.724891+00:00
375,国泰君安,国泰君安/20240923-国泰君安-权益配置因子研究08：基于level 2行情的高频因子选股效果研究，快照数据篇.pdf,/mnt/research/研报/国泰君安/20240923-国泰君安-权益配置因子研究08：基于level 2行情的高频因子选股效果研究，快照数据篇.pdf,reports/国泰君安/20240923-国泰君安-权益配置因子研究08：基于level 2行情的高频因子选股效果研究，快照数据篇.pdf,20240923-国泰君安-权益配置因子研究08：基于level 2行情的高频因子选股效果研究，快照数据篇.pdf,20240923-国泰君安-权益配置因子研究08：基于level 2行情的高频因子选股效果研究，快照数据篇,pdf,7102763,2026-04-11T16:49:07.870891+00:00
376,国泰君安,国泰君安/P020101010466038759869.pdf,/mnt/research/研报/国泰君安/P020101010466038759869.pdf,reports/国泰君安/P020101010466038759869.pdf,P020101010466038759869.pdf,P020101010466038759869,pdf,306236,2026-04-11T16:48:49.570893+00:00
377,国泰君安,国泰君安/国泰君安_金融工程专题报告_成长趋势因子-财务数据中再掘金-数量化专题之五十五——刘富兵_陈奥林_20150401 .pdf,/mnt/research/研报/国泰君安/国泰君安_金融工程专题报告_成长趋势因子-财务数据中再掘金-数量化专题之五十五——刘富兵_陈奥林_20150401 .pdf,reports/国泰君安/国泰君安_金融工程专题报告_成长趋势因子-财务数据中再掘金-数量化专题之五十五——刘富兵_陈奥林_20150401 .pdf,国泰君安_金融工程专题报告_成长趋势因子-财务数据中再掘金-数量化专题之五十五——刘富兵_陈奥林_20150401 .pdf,国泰君安_金融工程专题报告_成长趋势因子-财务数据中再掘金-数量化专题之五十五——刘富兵_陈奥林_20150401 ,pdf,1686798,2026-04-11T16:48:48.864893+00:00
378,国泰君安,国泰君安/多因子选股模型之因子分析与筛选II——财务质量、价量和一致预期类指标.pdf,/mnt/research/研报/国泰君安/多因子选股模型之因子分析与筛选II——财务质量、价量和一致预期类指标.pdf,reports/国泰君安/多因子选股模型之因子分析与筛选II——财务质量、价量和一致预期类指标.pdf,多因子选股模型之因子分析与筛选II——财务质量、价量和一致预期类指标.pdf,多因子选股模型之因子分析与筛选II——财务质量、价量和一致预期类指标,pdf,2130560,2026-04-11T16:48:44.764893+00:00
379,国海证券,国海证券/20160724-国海证券-多因子模型系列报告之二：研究量化Alpha选股策略.pdf,/mnt/research/研报/国海证券/20160724-国海证券-多因子模型系列报告之二：研究量化Alpha选股策略.pdf,reports/国海证券/20160724-国海证券-多因子模型系列报告之二：研究量化Alpha选股策略.pdf,20160724-国海证券-多因子模型系列报告之二：研究量化Alpha选股策略.pdf,20160724-国海证券-多因子模型系列报告之二：研究量化Alpha选股策略,pdf,3033176,2026-04-11T16:48:38.345893+00:00
380,国盛证券,国盛证券/20190325-国盛证券-多因子系列之四：对价值因子的思考和改进.pdf,/mnt/research/研报/国盛证券/20190325-国盛证券-多因子系列之四：对价值因子的思考和改进.pdf,reports/国盛证券/20190325-国盛证券-多因子系列之四：对价值因子的思考和改进.pdf,20190325-国盛证券-多因子系列之四：对价值因子的思考和改进.pdf,20190325-国盛证券-多因子系列之四：对价值因子的思考和改进,pdf,2381726,2026-04-11T16:48:28.500894+00:00
381,国盛证券,国盛证券/20190509-国盛证券-多因子系列之五：使用预测数据改进财报月基本面因子.pdf,/mnt/research/研报/国盛证券/20190509-国盛证券-多因子系列之五：使用预测数据改进财报月基本面因子.pdf,reports/国盛证券/20190509-国盛证券-多因子系列之五：使用预测数据改进财报月基本面因子.pdf,20190509-国盛证券-多因子系列之五：使用预测数据改进财报月基本面因子.pdf,20190509-国盛证券-多因子系列之五：使用预测数据改进财报月基本面因子,pdf,2395864,2026-04-11T16:48:21.569894+00:00
382,国盛证券,国盛证券/20191018-国盛证券-量化专题报告：多因子系列之八，日间量价模型研究.pdf,/mnt/research/研报/国盛证券/20191018-国盛证券-量化专题报告：多因子系列之八，日间量价模型研究.pdf,reports/国盛证券/20191018-国盛证券-量化专题报告：多因子系列之八，日间量价模型研究.pdf,20191018-国盛证券-量化专题报告：多因子系列之八，日间量价模型研究.pdf,20191018-国盛证券-量化专题报告：多因子系列之八，日间量价模型研究,pdf,1510449,2026-04-11T16:48:14.647895+00:00
383,国盛证券,国盛证券/20220207-国盛证券-基本面量化系列研究之三：如何寻找当年的领涨行业？.pdf,/mnt/research/研报/国盛证券/20220207-国盛证券-基本面量化系列研究之三：如何寻找当年的领涨行业？.pdf,reports/国盛证券/20220207-国盛证券-基本面量化系列研究之三：如何寻找当年的领涨行业？.pdf,20220207-国盛证券-基本面量化系列研究之三：如何寻找当年的领涨行业？.pdf,20220207-国盛证券-基本面量化系列研究之三：如何寻找当年的领涨行业？,pdf,1259058,2026-04-11T16:48:10.530895+00:00
384,国盛证券,国盛证券/20220426-国盛证券-“量价淘金”选股因子系列研究（一）：基于对知情交易者信息优势的刻画，如何将隔夜涨跌变为有效的选股因子？.pdf,/mnt/research/研报/国盛证券/20220426-国盛证券-“量价淘金”选股因子系列研究（一）：基于对知情交易者信息优势的刻画，如何将隔夜涨跌变为有效的选股因子？.pdf,reports/国盛证券/20220426-国盛证券-“量价淘金”选股因子系列研究（一）：基于对知情交易者信息优势的刻画，如何将隔夜涨跌变为有效的选股因子？.pdf,20220426-国盛证券-“量价淘金”选股因子系列研究（一）：基于对知情交易者信息优势的刻画，如何将隔夜涨跌变为有效的选股因子？.pdf,20220426-国盛证券-“量价淘金”选股因子系列研究（一）：基于对知情交易者信息优势的刻画，如何将隔夜涨跌变为有效的选股因子？,pdf,2062032,2026-04-11T16:48:06.784895+00:00
385,国盛证券,国盛证券/20220628-国盛证券-“薪火”量化分析系列研究（一）：如何将隔夜涨跌变为有效的选股因子Q&A.pdf,/mnt/research/研报/国盛证券/20220628-国盛证券-“薪火”量化分析系列研究（一）：如何将隔夜涨跌变为有效的选股因子Q&A.pdf,reports/国盛证券/20220628-国盛证券-“薪火”量化分析系列研究（一）：如何将隔夜涨跌变为有效的选股因子Q&A.pdf,20220628-国盛证券-“薪火”量化分析系列研究（一）：如何将隔夜涨跌变为有效的选股因子Q&A.pdf,20220628-国盛证券-“薪火”量化分析系列研究（一）：如何将隔夜涨跌变为有效的选股因子Q&A,pdf,1349362,2026-04-11T16:48:01.441896+00:00
386,国盛证券,国盛证券/20221024-国盛证券-“量价淘金”选股因子系列研究（二）：不同交易者结构下的动量与反转.pdf,/mnt/research/研报/国盛证券/20221024-国盛证券-“量价淘金”选股因子系列研究（二）：不同交易者结构下的动量与反转.pdf,reports/国盛证券/20221024-国盛证券-“量价淘金”选股因子系列研究（二）：不同交易者结构下的动量与反转.pdf,20221024-国盛证券-“量价淘金”选股因子系列研究（二）：不同交易者结构下的动量与反转.pdf,20221024-国盛证券-“量价淘金”选股因子系列研究（二）：不同交易者结构下的动量与反转,pdf,1688332,2026-04-11T16:47:58.558896+00:00
